year,cloud-provider,cloud-region,cfe-region,em-zone-id,wt-region-id,location,geolocation,provider-cfe-hourly,provider-cfe-annual,power-usage-effectiveness,water-usage-effectiveness,provider-carbon-intensity-market-annual,provider-carbon-intensity-average-consumption-hourly,grid-carbon-intensity-average-consumption-annual,grid-carbon-intensity-marginal-consumption-annual,grid-carbon-intensity-average-production-annual,grid-carbon-intensity,total-ICT-energy-consumption-annual,total-water-input,renewable-energy-consumption,renewable-energy-consumption-goe,renewable-energy-consumption-ppa,Unnamed: 23,renewable-energy-consumption-onsite
2024,Google Cloud,europe-west12,North Italy,IT-NO,IT,Turin,"45.0792,7.6761",0.6200000000000001,1.0,1.0,,0.0,175.0,,,,,,,,,,,
2024,Google Cloud,europe-west2,Great Britain,GB,UK,London,"51.726,-0.3",1.0,1.0,1.0,,0.0,105.75,,,,,,,,,,,
2024,Google Cloud,europe-west3,Germany,DE,DE,Frankfurt,"50.1106,8.6822",0.9725,1.0,1.0,,0.0,351.5,,,,,,,,,,,
2024,Google Cloud,europe-west4,Netherlands,NL,NL,Eemshaven,"51.9167,4.5",0.8475,1.0,1.0562500000000001,,0.0,176.5,,,,,,,,,,,
2024,Google Cloud,europe-west6,Switzerland,CH,CH,Zurich,"47.3744,8.5411",1.0,1.0,1.0,,0.0,52.0,,,,,,,,,,,
2024,Google Cloud,europe-west8,North Italy,IT-NO,IT,Milan,"45.4669,9.19",0.78,1.0,1.0,,0.0,224.5,,,,,,,,,,,
2024,Google Cloud,europe-west9,France,FR,FR,Paris,"48.8567,2.3522",1.0,1.0,1.0,,0.0,21.5,,,,,,,,,,,
2024,Google Cloud,me-central1,United Arab Emirates,AE,,Doha,,1.0,1.0,1.0,,,,,,,,,,,,,,
2024,Google Cloud,me-central2,Saudi Arabia,SA,,Damman,,1.0,1.0,1.0,,,,,,,,,,,,,,
2024,Google Cloud,me-west1,Israel,IL,IL,Tel Aviv,"32.0167,34.7667",0.08,1.0,1.0,,0.0,450.0,,,,,,,,,,,
2024,Google Cloud,northamerica-northeast1,Quebec,CA-QC,HQ,Montréal,"45.5089,-73.5617",1.0,1.0,1.0,,0.0,-4.25,,,,,,,,,,,
2024,Google Cloud,northamerica-northeast2,Ontario,CA-ON,IESO_NORTH,Toronto,"43.7417,-79.3733",0.845,1.0,1.0,,0.0,56.0,,,,,,,,,,,
2024,Google Cloud,southamerica-east1,Central Brazil,BR-CS,BRA,São Paulo,"-3.45,-68.95",0.9075,1.0,1.0,,0.0,42.75,,,,,,,,,,,
2024,Google Cloud,southamerica-west1,Chile,CL-SEN,CHL,Santiago,"-33.4372,-70.6506 ",1.0,1.0,1.1175000000000002,,0.0,-11.0,,,,,,,,,,,
2024,Google Cloud,us-central1,MISO,US-MIDW-MISO,MISO_MASON_CITY,Iowa,"41.5725,-93.6105 ",0.9924999999999999,1.0,1.09375,,0.0,417.75,,,,,,,,,,,
2024,Google Cloud,us-east1,SC,US-CAR-SC,SC,South Carolina,"34.8354,-82.3646 ",0.31499999999999995,1.0,1.09375,,0.0,575.0,,,,,,,,,,,
2024,Google Cloud,us-east4,PJM,US-MIDA-PJM,PJM_DC,Northern Virginia,"39.1057,-77.5544 ",0.5475,1.0,1.08125,,0.0,306.75,,,,,,,,,,,
2024,Google Cloud,us-east5,PJM,US-MIDA-PJM,PJM_SOUTHWEST_OH,Columbus,"41.4366,-97.3565 ",0.46,1.0,1.0725000000000002,,0.0,328.5,,,,,,,,,,,
2024,Google Cloud,us-south1,ERCOT,US-TEX-ERCO,ERCOT_NORTHCENTRAL,Dallas,"44.9221,-123.313 ",0.9850000000000001,1.0,1.1175000000000002,,0.0,333.5,,,,,,,,,,,
2024,Google Cloud,us-west1,BPA,US-NW-BPAT,BPA,Oregon,"45.5372,-122.3955 ",0.8274999999999999,1.0,1.0562500000000001,,0.0,88.25,,,,,,,,,,,
2024,Google Cloud,us-west2,CAISO,US-CAL-CISO,LDWP,Los Angeles,"34.1141,-118.4068 ",0.55,1.0,1.0,,0.0,185.5,,,,,,,,,,,
2024,Google Cloud,us-west3,PACE,US-NW-PACE,PACE,Salt Lake City,"40.7776,-111.9311 ",0.3,1.0,1.0,,0.0,594.75,,,,,,,,,,,
2024,Google Cloud,us-west4,NVE,US-NW-NEVP,NEVP,Las Vegas,"35.6011,-105.2206 ",0.2925,1.0,1.06875,,0.0,343.5,,,,,,,,,,,
2024,Microsoft Azure,asiapacific,Indonesia,ID,ID,Indonesia,"-6.219, 106.867",1.0,1.0,1.0,,,,,,,,,,,,,,
2024,Microsoft Azure,australiaeast,New South Wales,AU-NSW,NEM_NSW,Australia East,"-33.889, 151.067",1.0,1.0,1.0,,,,,,,,,,,,,,
2024,Microsoft Azure,australiasoutheast,Victoria,AU-VIC,NEM_VIC,Australia Southeast,"-37.725, 145.067",1.0,1.0,1.0,,,,,,,,,,,,,,
2024,Microsoft Azure,austriaeast,Austria,AT,AT,Austria East,"48.217, 16.493",1.0,1.0,1.0,,,,,,,,,,,,,,
2024,Microsoft Azure,brazilsouth,Brazil,BR-CS,BRA,Brazil,"-22.939, -47.045",1.0,1.0,1.0,,,,,,,,,,,,,,
2024,Microsoft Azure,centralus,MISO,US-MIDW-MISO,MISO,Iowa: Central US,"41.573,-93.608",1.0,1.0,1.16,,0.0,,,,,,,,,,,,
2024,Microsoft Azure,denmarkeast,Denmark,DK-DK2,DK,Denmark,"55.685, 12.584",1.0,1.0,1.0,,,,,,,,,,,,,,
2024,Microsoft Azure,eastus,PJM,US-MIDA-PJM,PJM_DC,Virginia: East US,"36.68,-78.377",1.0,1.0,1.136,,,,,,,,,,,,,,
2024,Microsoft Azure,eastus2,PJM,US-MIDA-PJM,PJM_DC,Virginia: East US 2,"36.68,-78.377",1.0,1.0,1.136,,,,,,,,,,,,,,
2024,Microsoft Azure,eastus3,SOCO,US-SE-SOCO,SOCO,Georgia: East US 3,"33.76,-84.401",1.0,1.0,1.0,,,,,,,,,,,,,,
2024,Microsoft Azure,greececentral,Greece,GR,GR,Greece Central,"37.987, 23.745",1.0,1.0,1.0,,,,,,,,,,,,,,
2024,Microsoft Azure,indiasouthcentral,India,IN-SO,IND,India South Central,"17.385,78.4867 ",1.0,1.0,1.0,,,,,,,,,,,,,,
2024,Microsoft Azure,italynorth,North Italy,IT-NO,IT,Italy North,"45.4669,9.19",1.0,1.0,1.0,,,,,,,,,,,,,,
2024,Microsoft Azure,mexicocentral,Mexico,MX,MX_SIN,Mexico Central,"20.631, -100.428",1.0,1.0,1.0,,,,,,,,,,,,,,
2024,Microsoft Azure,newzealandnorth,New Zealand,NZ,NZ,New Zealand,"-36.867, 174.751",1.0,1.0,1.0,,,,,,,,,,,,,,
2024,Microsoft Azure,northcentralus,MISO,US-MIDW-MISO,MISO,Illinois: North Central US,"41.832,-87.673",1.0,1.0,1.354,,,,,,,,,,,,,,
2024,Microsoft Azure,northeurope,Finland,FI,FI,Finland,"60.2065, 24.6753",1.0,1.0,1.0,,,,,,,,,,,,,,
2024,Microsoft Azure,northeurope,Ireland,IE,IE,Ireland,"53.35,-6.2603 ",1.0,1.0,1.0,,,,,,,,,,,,,,
2024,Microsoft Azure,polandcentral,Poland,PL,PL,Poland Central,"52.23,21.0111",1.0,1.0,1.0,,,,,,,,,,,,,,
2024,Microsoft Azure,southcentralus,ERCOT,US-TEX-ERCO,ERCOT,Texas: South Central US,"29.453,-98.508",1.0,1.0,1.2530000000000001,,0.0,,,,,,,,,,,,
2024,Microsoft Azure,southeastasia,southeastasia,SG,SGP,Singapore,"1.352,103.835",1.0,1.0,1.322,,,,,,,,,,,,,,
2024,Microsoft Azure,spaincentral,Spain,ES,ES,Spain Central,"40.44,-3.679",1.0,1.0,1.0,,,,,,,,,,,,,,
2024,Microsoft Azure,swedencentral,Sweden,SE,SE,Sweden,"59.329,18.067",1.0,1.0,1.148,,0.0,,,,,,,,,,,,
2024,Microsoft Azure,taiwannorth,Taiwan,TW,TW,Taiwan,"25.0375,121.5625",1.0,1.0,1.0,,,,,,,,,,,,,,
2024,Microsoft Azure,westcentralus,,,,Wyoming: West Central US,"41.130,-104.83",1.0,1.0,1.0950000000000002,,,,,,,,,,,,,,
2024,Microsoft Azure,westeurope,Netherlands,NL,NL,Netherlands,"51.9167,4.5",1.0,1.0,1.1219999999999999,,,,,,,,,,,,,,
2024,Microsoft Azure,westus,BPA,US-NW-BPAT,BPA,Washington: West US,"47.247,-119.82",1.0,1.0,1.144,,,,,,,,,,,,,,
2024,Microsoft Azure,westus3,,,,Arizona: west US 3,"33.471,-112.056",1.0,1.0,1.1369999999999998,,,,,,,,,,,,,,
2025,Amazon Web Services,af-south-1,South Africa,ZA,ZA,Africa (Cape Town),"-33.9253,18.4239 ",1.0,1.0,1.2974999999999999,0.15499999999999997,,,,,,,,,,,,,
2025,Amazon Web Services,ap-east-1,Hong Kong,HK,HK,Asia Pacific (Hong Kong),"22.3,114.2",1.0,1.0,1.0,0.15499999999999997,,,,,,,,,,,,,
2025,Amazon Web Services,ap-northeast-1,Tokyo,JP-TK,JP_TK,Asia Pacific (Tokyo),"35.6897,139.692",1.0,1.0,1.3875000000000002,0.15499999999999997,0.0,,,,,,,,,,,,
2025,Amazon Web Services,ap-northeast-2,South Korea,KR,KOR,Asia Pacific (Seoul),"37.56,126.99",1.0,1.0,1.0,0.15499999999999997,,,,,,,,,,,,,
2025,Amazon Web Services,ap-northeast-3,Kansai,JP-KN,JP_KN,Asia Pacific (Osaka),"34.6939,135.502",1.0,1.0,1.0,0.15499999999999997,0.0,,,,,,,,,,,,
2025,Amazon Web Services,ap-south-1,Maharashtra,IN-WE,IND,Asia Pacific (Mumbai),"19.0761,72.8775",1.0,1.0,1.5975,0.15499999999999997,0.0,,,,,,,,,,,,
2025,Amazon Web Services,ap-south-2,Hyderabad,IN-SO,IND,Asia Pacific (Hyderabad),"17.385,78.4867 ",1.0,1.0,1.6875,0.15499999999999997,0.0,,,,,,,,,,,,
2025,Amazon Web Services,ap-southeast-1,Singapore,SG,SGP,Asia Pacific (Singapore),"1.3,103.8",1.0,1.0,1.3875000000000002,0.15499999999999997,,,,,,,,,,,,,
2025,Amazon Web Services,ap-southeast-2,New South Wales,AU-NSW,NEM_NSW,Asia Pacific (Sydney),"-33.8678,151.21",1.0,1.0,1.1624999999999999,0.15499999999999997,,,,,,,,,,,,,
2025,Amazon Web Services,ap-southeast-3,Indonesia,ID,ID,Asia Pacific (Jakarta),"-6.175,106.8275 ",1.0,1.0,1.4625000000000001,0.15499999999999997,,,,,,,,,,,,,
2025,Amazon Web Services,ap-southeast-4,Victoria,AU-VIC,NEM_VIC,Asia Pacific (Melbourne),"-37.8142,144.963",1.0,1.0,1.0575,0.15499999999999997,,,,,,,,,,,,,
2025,Amazon Web Services,ca-central-1,Quebec,CA-QC,HQ,Canada (Central),"45.5089,-73.5617",1.0,1.0,1.2675,0.15499999999999997,0.0,,,,,,,,,,,,
2025,Amazon Web Services,cn-north-1,,,,China (Beijing),"39.904,116.4075 ",1.0,1.0,1.0,0.15499999999999997,0.0,,,,,,,,,,,,
2025,Amazon Web Services,cn-northwest-1,,,,China (Ningxia),"38.4795,106.2254 ",1.0,1.0,1.3275000000000001,0.15499999999999997,0.0,,,,,,,,,,,,
2025,Amazon Web Services,eu-central-1,Germany,DE,DE,Europe (Frankfurt),"50.1106,8.6822",1.0,1.0,1.4325,0.15499999999999997,0.0,,,,,,,,,,,,
2025,Amazon Web Services,eu-central-2,Switzerland,CH,CH,Europe (Zurich),"47.3744,8.5411",1.0,1.0,1.0,0.16999999999999998,0.0,,,,,,,,,,,,
2025,Amazon Web Services,eu-north-1,Sweden,SE,SE,Europe (Stockholm),"59.3294,18.0686 ",1.0,1.0,1.1175000000000002,0.15499999999999997,0.0,,,,,,,,,,,,
2025,Amazon Web Services,eu-south-1,North Italy,IT-NO,IT,Europe (Milan),"45.4669,9.19",1.0,1.0,1.0,0.15499999999999997,0.0,,,,,,,,,,,,
2025,Amazon Web Services,eu-south-2,Spain,ES,ES,Europe (Spain),"40.3333,-3.8667",1.0,1.0,1.12,0.16999999999999998,0.0,,,,,,,,,,,,
2025,Amazon Web Services,eu-west-1,Ireland,IE,IE,Europe (Ireland),"53.35,-6.2603 ",1.0,1.0,1.0875000000000001,0.15499999999999997,0.0,,,,,,,,,,,,
2025,Amazon Web Services,eu-west-2,Great Britain,GB,UK,Europe (London),"51.726,-0.3",1.0,1.0,1.0,0.15499999999999997,0.0,,,,,,,,,,,,
2025,Amazon Web Services,eu-west-3,France,FR,FR,Europe (Paris),"48.8567,2.3522",1.0,1.0,1.0,0.15499999999999997,0.0,,,,,,,,,,,,
2025,Amazon Web Services,il-central-1,Israel,IL,IL,Israel (Tel Aviv),"32.0167,34.7667",1.0,1.0,1.0,0.15499999999999997,,,,,,,,,,,,,
2025,Amazon Web Services,me-central-1,United Arab Emirates,AE,AE,Middle East (UAE),"25.2631,55.2972 ",1.0,1.0,1.4775,0.15499999999999997,,,,,,,,,,,,,
2025,Amazon Web Services,me-south-1,Bahrain,BH,BH,Middle East (Bahrain),"26.219,50.538 ",1.0,1.0,1.4175,0.15499999999999997,,,,,,,,,,,,,
2025,Amazon Web Services,sa-east-1,Central Brazil,BR-CS,BRA,South America (São Paulo),"-3.45,-68.95",1.0,1.0,1.2075,0.15499999999999997,,,,,,,,,,,,,
2025,Amazon Web Services,us-east-1,PJM,US-MIDA-PJM,PJM_DC,US East (N. Virginia),"39.1057,-77.5544 ",1.0,1.0,1.1624999999999999,0.15499999999999997,0.0,,,,,,,,,,,,
2025,Amazon Web Services,us-east-2,PJM,US-MIDA-PJM,PJM_SOUTHWEST_OH,US East (Ohio),"39.8689,-84.3292 ",1.0,1.0,1.1175000000000002,0.15499999999999997,0.0,,,,,,,,,,,,
2025,Amazon Web Services,us-gov-east-1,PJM,US-MIDA-PJM,PJM_DC,GovCloud (US East),"39.1057,-77.5544 ",1.0,1.0,1.0,0.15499999999999997,0.0,,,,,,,,,,,,
2025,Amazon Web Services,us-gov-west-1,BPA,US-NW-BPAT,BPA,GovCloud (US West),"45.5371,-122.65 ",1.0,1.0,1.0,0.15499999999999997,0.0,,,,,,,,,,,,
2025,Amazon Web Services,us-west-1,CAISO,US-CAL-CISO,CAISO_NORTH,US West (N. California),"36.7783,-119.417931",1.0,1.0,1.1925,0.15499999999999997,0.0,,,,,,,,,,,,
2025,Amazon Web Services,us-west-2,BPA,US-NW-BPAT,BPA,US West (Oregon),"45.5371,-122.65 ",1.0,1.0,1.1324999999999998,0.15499999999999997,0.0,,,,,,,,,,,,
2025,Google Cloud,africa-south1,South Africa,ZA,ZA,Johannesburg,,1.0,1.0,1.0,,,,,,,,,,,,,,
2025,Google Cloud,asia-east1,Taiwan,TW,TW,Taiwan,"25.0375,121.5625",0.1775,1.0,1.1187500000000001,,0.0,428.5,,,,,,,,,,,
2025,Google Cloud,asia-east2,Hong Kong,HK,HK,Hong Kong,"22.3,114.2",0.35000000000000003,1.0,1.0,,0.0,323.5,,,,,,,,,,,
2025,Google Cloud,asia-northeast1,Tokyo,JP-TK,JP_TK,Tokyo,"35.6897,139.692",0.2,1.0,1.0,,0.0,431.5,,,,,,,,,,,
2025,Google Cloud,asia-northeast2,Kansai,JP-KN,JP_KN,Osaka,"34.6939,135.502",0.375,1.0,1.0,,0.0,377.75,,,,,,,,,,,
2025,Google Cloud,asia-northeast3,South Korea,KR,KOR,Seoul,"37.56,126.99",0.4375,1.0,1.0,,0.0,350.0,,,,,,,,,,,
2025,Google Cloud,asia-south1,Maharashtra,IN-WE,IND,Mumbai,"19.0761,72.8775",0.17500000000000002,1.0,1.0,,0.0,622.0,,,,,,,,,,,
2025,Google Cloud,asia-south2,Uttar Pradesh,IN-NO,IND,Delhi,"28.6092,76.9798",0.38666666666666666,1.0,1.0,,0.0,486.3333333333333,,,,,,,,,,,
2025,Google Cloud,asia-southeast1,Singapore,SG,SGP,Singapore,"1.3,103.8",0.0425,1.0,1.16875,,0.0,341.75,,,,,,,,,,,
